Indicator Name,Code,Source
"percentage of population (15+), 30-34, female, incomplete tertiary",BAR_TER_ICMP_3034_FE_ZS,WORLDBANK
"percentage of population (15+), 30-34, total, incomplete tertiary",BAR_TER_ICMP_3034_ZS,WORLDBANK
"percentage of population (15+), 35-39, female, incomplete tertiary",BAR_TER_ICMP_3539_FE_ZS,WORLDBANK
"percentage of population (15+), 35-39, total, incomplete tertiary",BAR_TER_ICMP_3539_ZS,WORLDBANK
"percentage of population (15+), 40-44, female, incomplete tertiary",BAR_TER_ICMP_4044_FE_ZS,WORLDBANK
"percentage of population (15+), 40-44, total, incomplete tertiary",BAR_TER_ICMP_4044_ZS,WORLDBANK
"percentage of population (15+), 45-49, female, incomplete tertiary",BAR_TER_ICMP_4549_FE_ZS,WORLDBANK
"percentage of population (15+), 45-49, total, incomplete tertiary",BAR_TER_ICMP_4549_ZS,WORLDBANK
"percentage of population (15+), 50-54, female, incomplete tertiary",BAR_TER_ICMP_5054_FE_ZS,WORLDBANK
"percentage of population (15+), 50-54, total, incomplete tertiary",BAR_TER_ICMP_5054_ZS,WORLDBANK
"percentage of population (15+), 55-59, female, incomplete tertiary",BAR_TER_ICMP_5559_FE_ZS,WORLDBANK
"percentage of population (15+), 55-59, total, incomplete tertiary",BAR_TER_ICMP_5559_ZS,WORLDBANK
"percentage of population (15+), 60-64, female, incomplete tertiary",BAR_TER_ICMP_6064_FE_ZS,WORLDBANK
"percentage of population (15+), 60-64, total, incomplete tertiary",BAR_TER_ICMP_6064_ZS,WORLDBANK
"percentage of population (15+), 65-69, female, incomplete tertiary",BAR_TER_ICMP_6569_FE_ZS,WORLDBANK
"percentage of population (15+), 65-69, total, incomplete tertiary",BAR_TER_ICMP_6569_ZS,WORLDBANK
"percentage of population (15+), 70-74, female, incomplete tertiary",BAR_TER_ICMP_7074_FE_ZS,WORLDBANK
"percentage of population (15+), 70-74, total, incomplete tertiary",BAR_TER_ICMP_7074_ZS,WORLDBANK
"percentage of population (15+), 75+, female, incomplete tertiary",BAR_TER_ICMP_75UP_FE_ZS,WORLDBANK
"percentage of population (15+), 75+, total, incomplete tertiary",BAR_TER_ICMP_75UP_ZS,WORLDBANK
"average years of tertiary schooling, 15-19, total",BAR_TER_SCHL_1519,WORLDBANK
"average years of tertiary schooling, 15-19, female",BAR_TER_SCHL_1519_FE,WORLDBANK
"average years of tertiary schooling, 15+, total",BAR_TER_SCHL_15UP,WORLDBANK
"average years of tertiary schooling, 15+, female",BAR_TER_SCHL_15UP_FE,WORLDBANK
"average years of tertiary schooling, 20-24, total",BAR_TER_SCHL_2024,WORLDBANK
"average years of tertiary schooling, 20-24, female",BAR_TER_SCHL_2024_FE,WORLDBANK
"average years of tertiary schooling, 25-29, total",BAR_TER_SCHL_2529,WORLDBANK
"average years of tertiary schooling, 25-29, female",BAR_TER_SCHL_2529_FE,WORLDBANK
"average years of tertiary schooling, 25+, total",BAR_TER_SCHL_25UP,WORLDBANK
"average years of tertiary schooling, 25+, female",BAR_TER_SCHL_25UP_FE,WORLDBANK
"average years of tertiary schooling, 30-34, total",BAR_TER_SCHL_3034,WORLDBANK
"average years of tertiary schooling, 30-34, female",BAR_TER_SCHL_3034_FE,WORLDBANK
"average years of tertiary schooling, 35-39, total",BAR_TER_SCHL_3539,WORLDBANK
"average years of tertiary schooling, 35-39, female",BAR_TER_SCHL_3539_FE,WORLDBANK
"average years of tertiary schooling, 40-44, total",BAR_TER_SCHL_4044,WORLDBANK
"average years of tertiary schooling, 40-44, female",BAR_TER_SCHL_4044_FE,WORLDBANK
"average years of tertiary schooling, 45-49, total",BAR_TER_SCHL_4549,WORLDBANK
"average years of tertiary schooling, 45-49, female",BAR_TER_SCHL_4549_FE,WORLDBANK
"average years of tertiary schooling, 50-54, total",BAR_TER_SCHL_5054,WORLDBANK
"average years of tertiary schooling, 50-54, female",BAR_TER_SCHL_5054_FE,WORLDBANK
"average years of tertiary schooling, 55-59, total",BAR_TER_SCHL_5559,WORLDBANK
"average years of tertiary schooling, 55-59, female",BAR_TER_SCHL_5559_FE,WORLDBANK
"average years of tertiary schooling, 60-64, total",BAR_TER_SCHL_6064,WORLDBANK
"average years of tertiary schooling, 60-64, female",BAR_TER_SCHL_6064_FE,WORLDBANK
"average years of tertiary schooling, 65-69, total",BAR_TER_SCHL_6569,WORLDBANK
"average years of tertiary schooling, 65-69, female",BAR_TER_SCHL_6569_FE,WORLDBANK
"average years of tertiary schooling, 70-74, total",BAR_TER_SCHL_7074,WORLDBANK
"average years of tertiary schooling, 70-74, female",BAR_TER_SCHL_7074_FE,WORLDBANK
"average years of tertiary schooling, 75+, total",BAR_TER_SCHL_75UP,WORLDBANK
"average years of tertiary schooling, 75+, female",BAR_TER_SCHL_75UP_FE,WORLDBANK
"Barley, $/mt, current$",BARLEY,WORLDBANK
"Meat, beef, cents/kg, current$",BEEF,WORLDBANK
Trade in services (% of GDP),BG_GSR_NFSV_GD_ZS,WORLDBANK
"Agricultural tractors, exports (FAO, current US$)",BM_AG_AGR_TRAC_CD,WORLDBANK
"Agricultural tractors, exports",BM_AG_AGR_TRAC_NO,WORLDBANK
"Cereal exports (FAO, current US$)",BM_AG_CREL_CD,WORLDBANK
"Cereal exports quantity (FAO, tonnes)",BM_AG_CREL_MT,WORLDBANK
"Forest products imports (FAO, current US$)",BM_AG_FRST_CD,WORLDBANK
"Hazardous pesticides imports (FAO, current US$)",BM_AG_HZ_PEST_CD,WORLDBANK
"Pesticides imports (FAO, current US$)",BM_AG_PEST_CD,WORLDBANK
"Food imports excluding fish (FAO, current US$)",BM_FOD_AGRI_CD,WORLDBANK
"Total agricultural imports (FAO, current US$)",BM_GSR_AGRI_CD,WORLDBANK
"Communications, computer, etc. (% of service imports, BoP)",BM_GSR_CMCP_ZS,WORLDBANK
"Income payments (BoP, current US$)",BM_GSR_FCTY_CD,WORLDBANK
"Other income payments (BoP, current US$)",BM_GSR_FXAI_CD,WORLDBANK
"Imports of goods and services (BoP, current US$)",BM_GSR_GNFS_CD,WORLDBANK
"Insurance and financial services (% of service imports, BoP)",BM_GSR_INSF_ZS,WORLDBANK
"Goods imports (BoP, current US$)",BM_GSR_MRCH_CD,WORLDBANK
"Service imports (BoP, current US$)",BM_GSR_NFSV_CD,WORLDBANK
"Royalty and license fees, payments (BoP, current US$)",BM_GSR_ROYL_CD,WORLDBANK
"Imports of  total services (Debit, current US$)",BM_GSR_SERV_CD,WORLDBANK
"Imports of goods, services and income (BoP, current US$)",BM_GSR_TOTL_CD,WORLDBANK
"Transport services (% of service imports, BoP)",BM_GSR_TRAN_ZS,WORLDBANK
"Travel services (% of service imports, BoP)",BM_GSR_TRVL_ZS,WORLDBANK
"Foreign direct investment, net outflows (% of GDP)",BM_KLT_DINV_GD_ZS,WORLDBANK
Migrant remittance outflows (current US$),BM_TRF_MGR_CD,WORLDBANK
"Private current transfers, payments (BoP, current US$)",BM_TRF_PRVT_CD,WORLDBANK
"Workers' remittances, payments (BoP, current US$)",BM_TRF_PWKR_CD,WORLDBANK
"Workers' remittances and compensation of employees, paid (current US$)",BM_TRF_PWKR_CD_DT,WORLDBANK
"Imports GNFS, BOP, current US$, millions",BMGSRGNFSCD,WORLDBANK
"Imports GNFS, BOP, constant US$, millions",BMGSRGNFSKD,WORLDBANK
"Imports GNFS, BOP, deflator, US$",BMGSRGNFSXD,WORLDBANK
"Imports Merchandise, BOP, current US$, millions",BMGSRMRCHCD,WORLDBANK
"Imports Merchandise, BOP, constant US$, millions",BMGSRMRCHKD,WORLDBANK
"Imports Merchandise, BOP, deflator, US$",BMGSRMRCHXD,WORLDBANK
"Imports Services, BOP, current US$, millions",BMGSRNFSVCD,WORLDBANK
"Imports Services, BOP, constant US$, millions",BMGSRNFSVKD,WORLDBANK
"Imports Services, BOP, deflator, US$",BMGSRNFSVXD,WORLDBANK
"Imports Other, BOP, current US$, millions",BMOTHCACD,WORLDBANK
"Current account balance (BoP, current US$)",BN_CAB_XOKA_CD,WORLDBANK
Current account balance (% of GDP),BN_CAB_XOKA_GD_ZS,WORLDBANK
Current account balance (% of GNP),BN_CAB_XOKA_GN_ZS,WORLDBANK
Current account balance excluding net official capital grants (% of GDP),BN_CUR_GDPM_ZS,WORLDBANK
"Debt service not paid (BoP, current US$)",BN_DSR_UNPD_CD,WORLDBANK
"Debt Service not paid: Arrears Accumulation (BoP, current US$)",BN_FAC_ARAC_CD,WORLDBANK
"Net income (BoP, current US$)",BN_GSR_FCTY_CD,WORLDBANK
Net income (% of GDP),BN_GSR_FCTY_CD_ZS,WORLDBANK
"Net trade in goods and services (BoP, current US$)",BN_GSR_GNFS_CD,WORLDBANK
"Net trade in goods (BoP, current US$)",BN_GSR_MRCH_CD,WORLDBANK
"Net errors and omissions, adjusted (BoP, current US$)",BN_KAC_EOMS_CD,WORLDBANK
"Capital flows not elsewhere included (BoP, current US$)",BN_KAC_FNEI_CD,WORLDBANK
"Other capital flows, net (BoP, current US$)",BN_KAC_OTHR_CD,WORLDBANK
"Foreign direct investment, net (BoP, current US$)",BN_KLT_DINV_CD,WORLDBANK
Foreign direct investment (% of GDP),BN_KLT_DINV_CD_ZS,WORLDBANK
"Other long-term inflows, net (BoP, current US$)",BN_KLT_OTHR_CD,WORLDBANK
"Private capital flows, total (BoP, current US$)",BN_KLT_PRVT_CD,WORLDBANK
"Private capital flows, total (% of GDP)",BN_KLT_PRVT_GD_ZS,WORLDBANK
"Portfolio investment, excluding LCFAR (BoP, current US$)",BN_KLT_PTXL_CD,WORLDBANK
"Changes in net reserves (BoP, current US$)",BN_RES_INCL_CD,WORLDBANK
"Net current transfers (BoP, current US$)",BN_TRF_CURR_CD,WORLDBANK
Net current transfers (% of GDP),BN_TRF_CURR_CD_ZS,WORLDBANK
"Net capital account (BoP, current US$)",BN_TRF_KOGT_CD,WORLDBANK
"Grants (disbursements) from new commitments (BoP, current US$)",BN_TRN_KOGT_CD,WORLDBANK
"Current Account Balance, current US$, millions",BNCABFUNDCD,WORLDBANK
"Current Account Balance, %GDP",BNCABFUNDCD_,WORLDBANK
"Net Exports GNFS, BOP, current US$, millions",BNGSRGNFSCD,WORLDBANK
"Net Exports GNFS, BOP, constant US$, millions",BNGSRGNFSKD,WORLDBANK
"Trade Balance, BOP, current US$, millions",BNGSRMRCHCD,WORLDBANK
"Trade Balance, BOP, constant US$, millions",BNGSRMRCHKD,WORLDBANK
"Services Balance, BOP, current US$, millions",BNGSRNFSVCD,WORLDBANK
"Services Balance, BOP, constant US$, millions",BNGSRNFSVKD,WORLDBANK
"Net Exports Other, BOP, current US$, millions",BNOTHCACD,WORLDBANK
"Agricultural tractors, imports (FAO, current US$)",BX_AG_AGR_TRAC_CD,WORLDBANK
"Agricultural tractors, imports",BX_AG_AGR_TRAC_NO,WORLDBANK
"Cereal imports (FAO, current US$)",BX_AG_CREL_CD,WORLDBANK
"Cereal imports quantity (FAO, tonnes)",BX_AG_CREL_MT,WORLDBANK
"Forest products exports (FAO, current US$)",BX_AG_FRST_CD,WORLDBANK
"Hazardous pesticides exports (FAO, current US$)",BX_AG_HZ_PEST_CD,WORLDBANK
"Pesticides exports (FAO, current US$)",BX_AG_PEST_CD,WORLDBANK
"Food exports excluding fish (FAO, current US$)",BX_FOD_AGRI_CD,WORLDBANK
"Grants, excluding technical cooperation (BoP, current US$)",BX_GRT_EXTA_CD_WD,WORLDBANK
"Technical cooperation grants (BoP, current US$)",BX_GRT_TECH_CD_WD,WORLDBANK
"Total agricultural exports (FAO, current US$)",BX_GSR_AGRI_CD,WORLDBANK
"ICT service exports (BoP, current US$)",BX_GSR_CCIS_CD,WORLDBANK
"ICT service exports (% of service exports, BoP)",BX_GSR_CCIS_ZS,WORLDBANK
"Communications, computer, etc. (% of service exports, BoP)",BX_GSR_CMCP_ZS,WORLDBANK
"Income receipts (BoP, current US$)",BX_GSR_FCTY_CD,WORLDBANK
"Exports of goods and services (BoP, current US$)",BX_GSR_GNFS_CD,WORLDBANK
"Exports of goods, services, income and workers' remittances (BoP, current US$)",BX_GSR_INCL_CD,WORLDBANK
"Insurance and financial services (% of service exports, BoP)",BX_GSR_INSF_ZS,WORLDBANK
"Goods exports (BoP, current US$)",BX_GSR_MRCH_CD,WORLDBANK
"Service exports (BoP, current US$)",BX_GSR_NFSV_CD,WORLDBANK
"Royalty and license fees, receipts (BoP, current US$)",BX_GSR_ROYL_CD,WORLDBANK
"Exports of goods, services and income (BoP, current US$)",BX_GSR_TOTL_CD,WORLDBANK
"Transport services (% of service exports, BoP)",BX_GSR_TRAN_ZS,WORLDBANK
"Travel services (% of service exports, BoP)",BX_GSR_TRVL_ZS,WORLDBANK
"Foreign direct investment, net inflows (BoP, current US$)",BX_KLT_DINV_CD_WD,WORLDBANK
"Foreign direct investment, net inflows (% of GDP)",BX_KLT_DINV_WD_GD_ZS,WORLDBANK
Profit remittances on FDI (current US$),BX_KLT_DREM_CD_DT,WORLDBANK
"Portfolio equity, net inflows (BoP, current US$)",BX_PEF_TOTL_CD_WD,WORLDBANK
"Current transfers, receipts (BoP, current US$)",BX_TRF_CURR_CD,WORLDBANK
Migrant remittance inflows (current US$),BX_TRF_MGR_CD,WORLDBANK
Migrant remittance inflows (% of GDP),BX_TRF_MGR_DT_GD_ZS,WORLDBANK
"Official transfers, current and capital (Credit, current US$)",BX_TRF_OFFT_CD,WORLDBANK
"Workers' remittances, receipts (BoP, current US$)",BX_TRF_PWKR_CD,WORLDBANK
"Workers' remittances and compensation of employees, received (current US$)",BX_TRF_PWKR_CD_DT,WORLDBANK
"Workers' remittances and compensation of employees, received (% of GDP)",BX_TRF_PWKR_DT_GD_ZS,WORLDBANK
"Workers' remittances, receipts (% of GDP)",BX_TRF_PWKR_GD_ZS,WORLDBANK
"Exports GNFS, BOP, current US$, millions",BXGSRGNFSCD,WORLDBANK
"Exports GNFS, BOP, constant US$, millions",BXGSRGNFSKD,WORLDBANK
"Exports GNFS, BOP, deflator, US$",BXGSRGNFSXD,WORLDBANK
"Exports Merchandise, BOP, current US$, millions",BXGSRMRCHCD,WORLDBANK
"Exports Merchandise, BOP, constant US$, millions",BXGSRMRCHKD,WORLDBANK
"Exports Merchandise, BOP, deflator, US$",BXGSRMRCHXD,WORLDBANK
"Exports Services, BOP, current US$, millions",BXGSRNFSVCD,WORLDBANK
"Exports Services, BOP, constant US$, millions",BXGSRNFSVKD,WORLDBANK
"Exports Services, BOP, deflator, US$",BXGSRNFSVXD,WORLDBANK
"Exports Other, BOP, current US$, millions",BXOTHCACD,WORLDBANK
57.Firm Entry Rate,C1,WORLDBANK
58.Firm Exit Rate,C2,WORLDBANK
59.Firm Survival Rate,C3,WORLDBANK
60.Share of Entrants in TEV (Total Export Value),C4,WORLDBANK
61.2-year Firm Survival Rate,C5,WORLDBANK
62.3-year Firm Survival Rate,C6,WORLDBANK
Control of Corruption: Estimate,CC_EST,WORLDBANK
Control of Corruption: Number of Sources,CC_NO_SRC,WORLDBANK
Control of Corruption: Percentile Rank,CC_PER_RNK,WORLDBANK
Control of Corruption: Standard Error,CC_STD_ERR,WORLDBANK
"Meat, chicken, cents/kg, current$",CHICKEN,WORLDBANK
S&P Global Equity Indices (annual % change),CM_MKT_INDX_ZG,WORLDBANK
Market capitalization of listed companies (current US$),CM_MKT_LCAP_CD,WORLDBANK
Market capitalization of listed companies (% of GDP),CM_MKT_LCAP_GD_ZS,WORLDBANK
"Listed domestic companies, total",CM_MKT_LDOM_NO,WORLDBANK
"Stocks traded, total value (current US$)",CM_MKT_TRAD_CD,WORLDBANK
"Stocks traded, total value (% of GDP)",CM_MKT_TRAD_GD_ZS,WORLDBANK
"Stocks traded, turnover ratio (%)",CM_MKT_TRNR,WORLDBANK
"Coal, Australia, $/mt, current$",COAL_AUS,WORLDBANK
"Cocoa, cents/kg, current$",COCOA,WORLDBANK
"Coconut oil, $/mt, current$",COCONUT_OIL,WORLDBANK
"Coffee, Arabica, cents/kg, current$",COFFEE_ARABIC,WORLDBANK
"Coffee, Robusta, cents/kg, current$",COFFEE_ROBUS,WORLDBANK
"Copper, $/mt, current$",COPPER,WORLDBANK
"Copra, $/mt, current$",COPRA,WORLDBANK
"Cotton, A Index, cents/kg, current$",COTTON_A_INDX,WORLDBANK
"CPI Price, nominal",CPTOTNSXN,WORLDBANK
"CPI Price, % y-o-y, nominal",CPTOTNSXNZGY,WORLDBANK
"CPI Price, % y-o-y, median weighted, seas. adj.",CPTOTSAXMZGY,WORLDBANK
"CPI Price, nominal, seas. adj.",CPTOTSAXN,WORLDBANK
"CPI Price, % y-o-y, nominal, seas. adj.",CPTOTSAXNZGY,WORLDBANK
"Crude oil, Brendt, $/bbl, current$",CRUDE_BRENT,WORLDBANK
"Crude oil, Dubai, $/bbl, current$",CRUDE_DUBAI,WORLDBANK
"Crude oil, avg, spot, $/bbl, current$",CRUDE_PETRO,WORLDBANK
"Crude oil, WTI, $/bbl, current$",CRUDE_WTI,WORLDBANK
63.Product Entry Rate of Incumbents: Mean,D1i,WORLDBANK
64.Product Entry Rate of Incumbents: Median,D1ii,WORLDBANK
65.Product Entry Rate of Incumbents: StDev,D1iii,WORLDBANK
66.Product Entry Rate of Survivors: Mean,D2i,WORLDBANK
67.Product Entry Rate of Survivors: Median,D2ii,WORLDBANK
68.Product Entry Rate of Survivors: StDev,D2iii,WORLDBANK
69.Share of New Products in TEV of Incumbents: Mean,D3i,WORLDBANK
70.Share of New Products in TEV of Incumbents: Median,D3ii,WORLDBANK
71.Share of New Products in TEV of Incumbents: StDev,D3iii,WORLDBANK
72.Share of New Products in TEV of Survivors: Mean,D4i,WORLDBANK
73.Share of New Products in TEV of Survivors: Median,D4ii,WORLDBANK
74.Share of New Products in TEV of Survivors: StDev,D4iii,WORLDBANK
75.Product Exit Rate of Incumbents: Mean,D5i,WORLDBANK
76.Product Exit Rate of Incumbents: Median,D5ii,WORLDBANK
77.Product Exit Rate of Incumbents: StDev,D5iii,WORLDBANK
78.Product Survival Rate of 2-year Incumbents: Mean,D6i,WORLDBANK
79.Product Survival Rate of 2-year Incumbents: Median,D6ii,WORLDBANK
80.Product Survival Rate of 2-year Incumbents: StDev,D6iii,WORLDBANK
"DAP, $/mt, current$",DAP,WORLDBANK
Third-party approval if 1 worker is dismissed?,db_approve_1_dismiss,WORLDBANK
Third-party approval if 9 workers are dismissed?,db_approvie_9_dismiss,WORLDBANK
Fixed-term contracts prohibited for permanent tasks?,DB_ft_prohib_perm,WORLDBANK
Maximum working days per week,db_max_hr_day,WORLDBANK
Minimum wage for a 19-year old worker or an apprentice (US$/month),DB_mw_19apprentice,WORLDBANK
Ratio of minimum wage to value added per worker,db_mw_val,WORLDBANK
"Notice period for redundancy dismissal (for a worker with 20 years of tenure, in salary weeks)",db_notice_20yr,WORLDBANK
"Notice period for redundancy dismissal (for a worker with 5 years of tenure, in salary weeks)",db_notice_5yr,WORLDBANK
Third-party notification if 1 worker is dismissed?,db_notify_1_dismiss,WORLDBANK
Third-party notification if 9 workers are dismissed?,db_notify_9_dismiss,WORLDBANK
Paid annual leave for a worker with 20 years of tenure (in working days),db_paid_vacation_20yr,WORLDBANK
Paid annual leave for a worker with 5 years of tenure (in working days),db_paid_vacation_5yr,WORLDBANK
Premium for night work (% of hourly pay) in case of continuous operations,db_prem_night_wk,WORLDBANK
Premium for work on weekly rest day (% of hourly pay) in case of continuous operations,db_prem_wkend,WORLDBANK
Priority rules for redundancies?,db_priority_redundancies,WORLDBANK
Retraining or reassignment obligation before redundancy?,db_retrain_before_fire,WORLDBANK
Weeks of severance pay for redundancy of experienced workers,db_sev_pau_20yr,WORLDBANK
"Severance pay for redundancy dismissal (for a worker with 5 years of tenure, in salary weeks)",db_sev_pay_5yr,WORLDBANK
"Net bilateral aid flows from DAC donors, Australia (current US$)",DC_DAC_AUSL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Austria (current US$)",DC_DAC_AUTL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC_DAC_BELL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC_DAC_CANL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC_DAC_CECL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC_DAC_CHEL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC_DAC_DEUL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC_DAC_DNKL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC_DAC_ESPL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC_DAC_FINL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, France (current US$)",DC_DAC_FRAL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC_DAC_GBRL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC_DAC_GRCL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC_DAC_IRLL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC_DAC_ITAL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC_DAC_JPNL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC_DAC_KORL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC_DAC_LUXL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC_DAC_NLDL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC_DAC_NORL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC_DAC_NZLL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC_DAC_PRTL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC_DAC_SWEL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, Total (current US$)",DC_DAC_TOTL_CD,WORLDBANK
"Net bilateral aid flows from DAC donors, United States (current US$)",DC_DAC_USAL_CD,WORLDBANK
"Bilateral, sector-allocable ODA to basic social services (% of bilateral ODA commitments)",DC_ODA_SOCL_ZS,WORLDBANK
"Net ODA provided, to the least developed countries (current US$)",DC_ODA_TLDC_CD,WORLDBANK
Net ODA provided to the least developed countries (% of GNI),DC_ODA_TLDC_GN_ZS,WORLDBANK
"Net ODA provided, total (current US$)",DC_ODA_TOTL_CD,WORLDBANK
"Net ODA provided, total (% of GNI)",DC_ODA_TOTL_GN_ZS,WORLDBANK
"Net ODA provided, total (constant 2008 US$)",DC_ODA_TOTL_KD,WORLDBANK
Bilateral ODA commitments that is untied (% of bilateral ODA commitments),DC_ODA_UNTD_ZS,WORLDBANK
"Imports Merchandise, Customs, current US$, millions",DMGSRMRCHNSCD,WORLDBANK
"Imports Merchandise, Customs, constant US$, millions",DMGSRMRCHNSKD,WORLDBANK
"Imports Merchandise, Customs, Price, US$",DMGSRMRCHNSXD,WORLDBANK
"Imports Merchandise, Customs, current US$, millions, seas. adj.",DMGSRMRCHSACD,WORLDBANK
"Imports Merchandise, Customs, constant US$, millions, seas. adj.",DMGSRMRCHSAKD,WORLDBANK
"Imports Merchandise, Customs, Price, US$, seas. adj.",DMGSRMRCHSAXD,WORLDBANK
"092.Gross Budg. Central Govt. Public Sector Debt, Domestic creditors US$",DP_DOD_DECD_CR_BC_CD,WORLDBANK
"060.Central Govt. Public Sector Debt, Domestic creditors US$",DP_DOD_DECD_CR_CG_CD,WORLDBANK
"156.Gross Financial Public Corporations Debt, Domestic creditors  US$",DP_DOD_DECD_CR_FC_CD,WORLDBANK
"028.General Govt. Public Sector Debt, Domestic creditors US$",DP_DOD_DECD_CR_GG_CD,WORLDBANK
"124.Gross Nonfinancial Public Corporations Debt, Domestic creditors  US$",DP_DOD_DECD_CR_NF_CD,WORLDBANK
"188.Gross Public Sector Debt, Domestic creditors  US$",DP_DOD_DECD_CR_PS_CD,WORLDBANK
"095.Gross Budg. Central Govt. Public Sector Debt, Foreign currency US$",DP_DOD_DECF_CR_BC_CD,WORLDBANK
"063.Central Govt. Public Sector Debt, Foreign currency US$",DP_DOD_DECF_CR_CG_CD,WORLDBANK
"159.Gross Financial Public Corporations Debt, Foreign currency  US$",DP_DOD_DECF_CR_FC_CD,WORLDBANK
"031.General Govt. Public Sector Debt, Foreign currency US$",DP_DOD_DECF_CR_GG_CD,WORLDBANK
"127.Gross Nonfinancial Public Corporations Debt, Foreign currency  US$",DP_DOD_DECF_CR_NF_CD,WORLDBANK
"191.Gross Public Sector Debt, Foreign currency  US$",DP_DOD_DECF_CR_PS_CD,WORLDBANK
"094.Gross Budg. Central Govt. Public Sector Debt, Domestic currency US$",DP_DOD_DECN_CR_BC_CD,WORLDBANK
"062.Central Govt. Public Sector Debt, Domestic currency US$",DP_DOD_DECN_CR_CG_CD,WORLDBANK
"158.Gross Financial Public Corporations Debt, Domestic currency  US$",DP_DOD_DECN_CR_FC_CD,WORLDBANK
"030.General Govt. Public Sector Debt, Domestic currency US$",DP_DOD_DECN_CR_GG_CD,WORLDBANK
"126.Gross Nonfinancial Public Corporations Debt, Domestic currency  US$",DP_DOD_DECN_CR_NF_CD,WORLDBANK
"190.Gross Public Sector Debt, Domestic currency  US$",DP_DOD_DECN_CR_PS_CD,WORLDBANK
065.Gross Budgetary Central Government Debt (PSDCGGB) US$,DP_DOD_DECT_CR_BC_CD,WORLDBANK
033.Gross Central Government Debt (PSDCG) US$,DP_DOD_DECT_CR_CG_CD,WORLDBANK
129.Gross Financial Public Corporations Debt (PSDFPC) US$,DP_DOD_DECT_CR_FC_CD,WORLDBANK
001.General Govt. Public Sector Debt (PSDGG) US$,DP_DOD_DECT_CR_GG_CD,WORLDBANK
097.Gross Nonfinancial Public Corporations Debt (PSDNFPC) US$,DP_DOD_DECT_CR_NF_CD,WORLDBANK
161.Gross Public Sector Debt (PSDT) US$,DP_DOD_DECT_CR_PS_CD,WORLDBANK
"093.Gross Budg. Central Govt. Public Sector Debt, External creditors US$",DP_DOD_DECX_CR_BC_CD,WORLDBANK
"061.Central Govt. Public Sector Debt, External creditors US$",DP_DOD_DECX_CR_CG_CD,WORLDBANK
"157.Gross Financial Public Corporations Debt, External creditors  US$",DP_DOD_DECX_CR_FC_CD,WORLDBANK
"029.General Govt. Public Sector Debt, External creditors US$",DP_DOD_DECX_CR_GG_CD,WORLDBANK
"125.Gross Nonfinancial Public Corporations Debt, External creditors  US$",DP_DOD_DECX_CR_NF_CD,WORLDBANK
"189.Gross Public Sector Debt, External creditors  US$",DP_DOD_DECX_CR_PS_CD,WORLDBANK
087.Currency and deposits (PSDCGGB) US$,DP_DOD_DLCD_CR_BC_CD,WORLDBANK
055.Currency and deposits (PSDCG) US$,DP_DOD_DLCD_CR_CG_CD,WORLDBANK
151.Currency and deposits (PSDFPC) US$,DP_DOD_DLCD_CR_FC_CD,WORLDBANK
023.Currency and deposits (PSDGG) US$,DP_DOD_DLCD_CR_GG_CD,WORLDBANK
"074.Currency and deposits (PSDCGGB, LT, <1yr) US$",DP_DOD_DLCD_CR_L1_BC_CD,WORLDBANK
"042.Currency and deposits (PSDCG, LT, <1yr) US$",DP_DOD_DLCD_CR_L1_CG_CD,WORLDBANK
"138.Currency and deposits (PSDFPC, LT, <1yr) US$",DP_DOD_DLCD_CR_L1_FC_CD,WORLDBANK
"010.Currency and deposits (PSDGG, LT, <1yr) US$",DP_DOD_DLCD_CR_L1_GG_CD,WORLDBANK
